gene_symbol,Tm
APOB48R,59.85193237852615
APOBEC2,49.759179191526854
APOBEC3B,48.539536156001404
APOBEC3C,52.41436928588665
APOBEC3F,50.29534474459955
APOBEC3G,53.21204265586175
APOC1,58.3963733033466
APOC2,60.981181190330645
APOC3,62.658960941999155
APOE,57.58859339065765
APOH,58.61793351131645
APOL1,56.160351878383054
APOL2,48.3945250849829
APOL3,49.494665965301
APOM,56.46178518745405
APOO,63.5151275638389
APOOL,59.1830516688269
APP,56.1943679923684
APPBP2,50.0281722627379
APPL1,49.4329919986395
APPL2,45.48449575854245
APRT,58.9286380004422
APTX,47.231590686993
AQP11,51.61149520895165
AQR,45.9243737735799
ARAF,47.8954192753201
ARAP1,45.527273937328
ARAP3,47.0499428993706
ARCN1,51.15183185207
ARD1A,53.0544956688231
ARD1B,51.4735182291773
ARF3,60.1270790559716
ARF4,52.1511507746192
ARF5,55.9036663141295
ARF6,53.3317309076359
ARFGAP1,48.316998478613854
ARFGAP2,48.2625572885107
ARFGAP3,50.1820309653983
ARFGEF1,49.0475418364067
ARFGEF2,49.1584360993825
ARFGEF3,52.846421165866246
ARFIP1,49.3529765738407
ARFIP2,50.4933652105202
ARFRP1,53.2266000355767
ARG1,53.19631756421805
ARG2,60.8490319942437
ARGLU1,47.9756002725253
ARHGAP1,51.2279348359908
ARHGAP10,49.599178357945
ARHGAP11A,49.2090528941964
ARHGAP12,48.6660691918288
ARHGAP15,44.8222183154407
ARHGAP17,47.2117338629854
ARHGAP18,48.29592980094015
ARHGAP19,44.05492952124895
ARHGAP21,49.93041348370595
ARHGAP22,48.511894508252354
ARHGAP23,43.72581642591631
ARHGAP24,46.8038032111376
ARHGAP25,46.0145877418247
ARHGAP26,44.6402893051343
ARHGAP27,50.9875858735722
ARHGAP28,48.68145948676875
ARHGAP29,48.7277868028842
ARHGAP30,48.9680547919097
ARHGAP31,47.4662975728487
ARHGAP32,53.2474065708737
ARHGAP35,45.5977773130987
ARHGAP4,45.3273692151742
ARHGAP5,47.670860949021
ARHGAP6,45.000392657856054
ARHGAP9,47.092892607851354
ARHGDIA,52.1430407942294
ARHGDIB,51.7343338495138
ARHGEF1,45.7759579016268
ARHGEF10,48.1271434491871
ARHGEF10L,48.60416105963465
ARHGEF11,46.3578599503695
ARHGEF12,45.8081439951565
ARHGEF15,46.5618802324083
ARHGEF16,48.48269567793885
ARHGEF17,48.19348556459305
ARHGEF18,46.7109201395628
ARHGEF2,46.3425405650632
ARHGEF35,42.5724375541715
ARHGEF4,57.8317719130666
ARHGEF5,48.5836517310472
ARHGEF6,45.3148424877237
ARHGEF7,47.2002662671432
ARID1A,46.3734468748955
ARID1B,46.7575944587144
ARID2,45.7335322167384
ARID3A,44.19188255837115
ARID3B,44.412899274812304
ARID4A,44.570113676236105
ARID4B,45.7513279082787
ARID5B,43.7049623969228
ARIH1,56.6552754257836
ARIH2,52.4692131925444
ARL1,51.1483536039904
ARL11,51.102012729508644
ARL13B,51.4859272419598
ARL14EP,49.64391417560195
ARL15,52.9668943392666
ARL2,53.1993621904671
ARL2BP,49.6300914448961
ARL3,55.6548070754616
ARL4C,46.5088347994372
ARL5A,53.36478154073255
ARL5B,48.1682632816209
ARL6,48.9404988133148
ARL6IP1,62.858797128719104
ARL6IP4,52.763633958118845
ARL6IP5,58.8913329983773
ARL6IP6,54.447844352721205
ARL8A,56.8387911369893
ARL8B,57.22302118485635
ARMC1,49.1880482431806
ARMC10,48.29025628454535
ARMC5,46.2684795893744
ARMC6,43.4824343865068
ARMC7,52.2502849848561
ARMC8,50.8863924036453
ARMC9,44.8153777865938
ARMCX1,49.263399264322146
ARMCX3,47.9318148559883
ARMET,62.5135649474861
ARMT1,44.593093074810355
ARNT,49.2372413494567
ARPC1A,59.5191661819213
ARPC1B,56.2207570227223
ARPC2,58.1161718986554
ARPC3,56.3731583788032
ARPC4,58.0131427669987
ARPC5,56.8507914624153
ARPC5L,57.2362997993925
ARPIN,49.27806437980185
ARPP-19,56.1775224904462
ARPP-21,47.6208326759054
ARPP19,
ARRB1,55.1830549777114
ARRB2,50.1172817098821
ARRDC1,51.8666344555048
ARS2,47.4187880041137
ARSA,58.4585212760445
ARSB,61.2607474567134
ARSD,54.09583260989005
ARSE,58.133999621480996
ARSK,53.0748292134636
ART4,60.84103733609185
ARV1,54.008682035827206
ARVCF,49.82530924838986
AS3MT,45.1533245418646
ASAH1,63.2304700780278
ASAH2,59.67183927782165
ASAP1,48.711121569628
ASAP2,49.6011287267769
ASAP3,44.34757960756085
ASB1,45.7959273815463
ASB3,44.9546145086455
ASB6,49.3823309154736
ASB7,48.47162730308955
ASB8,47.87765935417811
ASB9,51.717891979399
ASCC1,51.4077414294229
ASCC2,49.9789345880921
ASCC3,49.752311154339154
ASF1A,51.5350473580457
ASF1B,48.6380433535481
ASGR1,59.14771727802295
ASGR2,59.6354989381041
ASH1L,57.2421066940846
ASH2L,49.5709245634007
ASL,56.6506973112863
ASMTL,49.6025053393093
ASNA1,57.3057889227791
ASNS,54.3199683738309
ASNSD1,45.73455484896
ASPH,54.0324657227901
ASPHD1,48.66755101431995
ASPHD2,50.44155408987725
ASPM,51.9158079482263
ASPSCR1,51.388789320275
ASRGL1,56.9652137456159
ASS1,52.6856529561211
ASUN,50.176009248501245
ASXL2,48.0718615657705
ATAD1,49.403155103587196
ATAD2,47.9096590069487
ATAD2B,60.3396496201582
ATAD3A,49.7281940943738
ATAD3B,50.1839543211371
ATAD5,46.0196966667823
ATE1,51.6762871413816
ATF1,56.3456318230666
ATF2,56.865639481173446
ATF3,52.2987332272651
ATF6,47.8094067095109
ATF6B,49.216473501351146
ATF7,52.5793833509286
ATF7IP,46.5733776176945
ATG10,50.250051091135504
ATG101,49.5781717587068
ATG12,51.0702803073169
ATG13,47.1681896678368
ATG16L1,54.1847065799554
ATG16L2,50.4043482140916
ATG2A,52.3269550835547
ATG2B,52.7510288922331
ATG3,54.4044030315866
ATG4A,47.8798933877605
ATG4B,47.9827183425243
ATG4C,48.920055044337
ATG5,51.6142354093155
ATG7,50.8894618606152
ATG9A,51.73645263692865
ATG9B,49.92869419954575
ATHL1,54.3169508146465
ATIC,55.6595766703196
ATL1,52.06083652278815
ATL2,51.23124219533245
ATL3,52.0245176624078
ATM,51.3762732095173
ATN1,55.597387832075
ATOX1,60.7585867100393
ATP10B,61.407635791644154
ATP10D,51.8914377966056
ATP11A,56.5771227631154
ATP11B,58.6125273402756
ATP11C,56.10737931260175
ATP13A1,52.47796178393705
ATP13A2,55.8179259501155
ATP13A3,54.2179482259169
ATP1A1,57.0705482481597
ATP1A2,55.3566075733776
ATP1A3,55.5222153949413
ATP1A4,58.30397118057115
ATP1B1,59.1241503337494
ATP1B3,58.3020244554085
ATP2A2,51.7533873184648
ATP2A3,51.60713795714825
ATP2B1,53.357432528870646
ATP2B2,51.02615546874025
ATP2B3,
ATP2B4,54.2691278887564
ATP2C1,54.3177032536151
ATP2C2,52.740000812527654
ATP5A1,61.24746197482865
ATP5B,62.400996394883805
ATP5C1,61.0062108777237
ATP5D,60.928497445480346
ATP5E,58.7510271826241
ATP5F1,60.8220058045586
ATP5G1,60.3437221837065
ATP5G3,62.7236768015097
ATP5H,61.59043011075315
ATP5I,59.592023061632
ATP5J,56.7618878917944
ATP5J2,59.7230016622756
ATP5J2-PTCD1,53.98492059014425
ATP5L,60.2252333870006
ATP5O,60.5755312806098
ATP5S,51.6305197202661
ATP5SL,50.3085993934513
ATP6,62.866857785861896
ATP6AP1,54.242694409873295
ATP6AP2,53.45367506395455
ATP6V0A1,59.073200076313455
ATP6V0A2,57.2285781869048
ATP6V0C,58.271009270156256
ATP6V0D1,53.5255335983493
ATP6V1A,55.7683535634739
ATP6V1B1,57.352941291290705
ATP6V1B2,56.1414627067968
ATP6V1C1,48.9258857527576
ATP6V1C2,49.7391455910205
ATP6V1D,60.760508207376
ATP6V1E1,53.0182589364926
ATP6V1E2,53.97957920933965
ATP6V1F,58.2249943753046
ATP6V1G1,54.3900049481457
ATP6V1G2,54.2128300139301
ATP6V1H,53.1330460661745
ATP7A,51.0430891789638
ATP7B,51.890588222279
ATP8,53.680746451232196
ATP8A1,56.6325953563892
ATP8B1,56.49124873116955
ATP8B4,53.9050862970048
ATP9A,60.65884162741155
ATP9B,55.9686822949446
ATPAF1,50.5165080569459
ATPAF2,59.1707483824297
ATPBD3,51.4627992857792
ATPBD4,49.1271983514854
ATPIF1,61.464205989817
ATR,49.2650936525053
ATRAID,50.32618572791275
ATRIP,50.5311812683521
ATRN,58.532919889207
ATRX,45.176510452472
ATXN1,51.0590233611469
ATXN10,51.5454792594584
ATXN1L,46.957369067236
ATXN2,50.7531556431306
ATXN2L,51.5203463571256
ATXN3,47.8842297754968
ATXN7L3,53.7400463317166
ATXN7L3B,51.76583600719925
AUH,51.1957274599782
AUP1,50.0656544246071
AURKA,51.0004072878592
AURKB,48.086852091412254
AUTS2,52.6501471013377
AVEN,53.0814667454602
AVL9,53.6009081419663
AXIN1,48.53529701717175
AXL,47.9193531091124
AZGP1,
AZI1,48.6954267853781
AZI2,47.569661014345996
Ataxin-10,51.4703181724988
B2M,57.8893592218388
B3GALNT2,55.6524722168229
B3GALT6,53.7250631503792
B3GALTL,55.4319361451813
B3GAT3,51.95922769807335
B3GNT1,53.84435118286005
B3GNT2,52.8421738589672
B3GNT5,54.380961846693054
B3GNTL1,54.786742919437245
B4GALNT1,52.13088357685735
B4GALT1,53.24629985820884
B4GALT2,52.67078905424745
B4GALT3,52.0204572855411
B4GALT4,51.624600016937706
B4GALT5,49.607864475751796
B4GALT7,54.0138325812827
B4GAT1,54.3607776221589
BABAM1,56.6953995399141
BACE2,58.40951138674135
BACH1,53.9441289015857
BACH2,52.7285495415818
BAD,61.76056444606205
BAG1,54.3241942775427
BAG2,52.347857836223994
BAG3,58.409408254107
BAG4,51.2308880066136
BAG5,48.0195575980464
BAG6,48.3223176883625
BAIAP2,49.662037584068
BAIAP2L1,53.49476483643425
BAK1,61.0774768034606
BAMBI,51.8413775406887
BANF1,54.8139676568178
BANP,44.714206814288005
BAP1,47.8211353768272
BARD1,46.20487855176755
BASP1,52.996960662243595
BAT1,53.5188450698577
BAT2,55.7522212516434
BAT2D1,57.511775052885454
BAT2L,55.9676038912504
BAT3,49.6637078667873
BAT5,50.36686091609465
BAX,61.9963313758079
BAZ1A,44.3459955606435
BAZ1B,48.96631567078935
BAZ2A,46.4859939454561
BAZ2B,47.75664768787675
BBC3,58.787474205455254
BBS2,49.1741785795468
BBS7,48.8472444157766
BBS9,48.3380367956244
BBX,47.61564617935815
BCAM,59.45210677312095
BCAP29,59.2329783119511
BCAP31,63.5234765842533
BCAR1,46.72225682917355
BCAR3,45.2119426955733
BCAS1,62.47480627450365
BCAS2,50.433428479079595
BCAS3,51.5243404713907
BCAT1,61.1703793000364
BCAT2,60.1405402628164
BCCIP,50.3463885578068
BCHE,54.36518642216065
BCKDHA,51.8246248417061
BCKDHB,52.0179249486761
BCKDK,51.5541677931349
BCL10,47.6747613333779
BCL11A,45.4937054924877
BCL11B,42.5754207512414
BCL2,51.64334090988715
BCL2L1,56.5729647942754
BCL2L11,53.07568564725895
BCL2L12,48.3539714031045
BCL2L13,53.8350408889508
BCL2L2,49.292121495108745
BCL6,51.890464864992495
BCL7A,51.5098379955894
BCL7B,48.3644292477791
BCL7C,50.910965218031905
BCL9,55.6596003161631
BCL9L,56.9839009237099
BCLAF1,51.2513903038267
BCOR,45.68710106143145
BCORL1,47.52429136326955
BCR,45.5192843235672
BCS1L,55.75568960824465
BDH1,49.2793521503035
BDH2,51.336777624159
BECN1,51.3144283409142
BEND3,43.7695508997383
BET1,55.0288233773445
BET1L,60.893139401743
BGLAP,49.3934027003554
BGN,53.0001586471193
BHMT,62.9118239330708
BHMT2,54.6357489516526
BICC1,48.34006447491415
BICD1,48.4247639197094
BICD2,48.254324216529156
BID,58.5641555598907
BIN1,50.1269150326588
BIN2,49.8759721500842
BIN3,48.253476577398
BIRC2,49.3407637794557
BIRC5,47.02611576776215
BIRC6,50.7821278685657
BLK,41.97951055569775
BLM,46.3964151936164
BLMH,63.27632383900555
BLOC1S1,55.1188938180026
BLOC1S2,54.5993635256014
BLOC1S3,55.4517316219225
BLOC1S4,51.6707578841255
BLOC1S5,47.94444551783105
BLOC1S6,57.444803370220754
BLVRA,54.6779084097164
BLVRB,50.2114823501625
BLZF1,49.50102713805565
BMI1,48.8852354478625
BMP1,55.7551846917071
BMP2K,50.0609873227474
BMP6,56.166149635710354
BMPR1A,45.0312795725678
BMPR2,50.25265000343505
BMS1,52.809564274624
BMX,46.597539165133455
BNIP1,52.4986662013513
BNIP2,54.021688363162
BNIP3,61.99588643955755
BNIP3L,62.489721997207795
BOD1,
BOD1L1,
BOK,51.0739506565819
BOLA1,50.9714065955419
BOLA2,51.5176160924509
BOLA3,56.4512157593383
BOP1,45.885113441829
BPGM,57.615744172172
BPHL,52.0347100257593
BPIL1,57.9157984297519
BPNT1,61.0101864463162
BPTF,46.4454114955076
BRAF,51.625268186718
BRAP,48.0027892378666
BRAT1,46.007800295647755
BRCA1,46.7152500471132
BRCA2,53.8725762800467
BRCC3,59.573912455755
BRD1,49.52730008561295
BRD2,46.2722211537445
BRD3,48.4126034588284
BRD4,45.761396962039
BRD7,46.9510947926294
BRD8,50.6429740090644
BRD9,46.3994598893224
BRE,58.9664872394107
BRF1,43.3902459237572
BRI3BP,59.22622679304
BRIP1,48.460772258308
BRIX1,56.1402015430625
BRK1,56.3782040229004
BRMS1,45.622708520394156
BRMS1L,44.98899651352245
BROX,46.63910211936715
BRP44,61.7809176973623
BRP44L,52.3969408035002
BRPF1,48.8192170774667
BRWD3,49.32963913581575
BSCL2,55.83051013141995
BSDC1,53.2351792571711
BSG,62.73362547735955
BSPRY,50.630279310115995
